⚠️ File truncated for preview (showing first 0.5MB of 57.7MB)
────────────────────────────────────────────────────────────

Logging time,File name,Cumulative electric energy (kWh),Electric current (A),Voltage (V),Active power (kW),Reactive power (kVAR),Apparent power (kVA),Power factor (PF),AC frequency (Hz),Phase shift,Number of boards inside equipment,Number of boards produced,Product number information,Production start time,Production end time,C/V (Conveyor speed m/min),Conveyor width (mm),Warp prevention width (mm),Equipment status,Number of alarms,Flow rate (L/min),O2 concentration (ppm),ZONE1 UPPER Temperature (°C),ZONE1 LOWER Temperature (°C),BLOWER1 UPPER Temperature (°C),BLOWER1 LOWER Temperature (°C),ZONE2 UPPER Temperature (°C),ZONE2 LOWER Temperature (°C),BLOWER2 UPPER Temperature (°C),BLOWER2 LOWER Temperature (°C),ZONE3 UPPER Temperature (°C),ZONE3 LOWER Temperature (°C),BLOWER3 UPPER Temperature (°C),BLOWER3 LOWER Temperature (°C),ZONE4 UPPER Temperature (°C),ZONE4 LOWER Temperature (°C),BLOWER4 UPPER Temperature (°C),BLOWER4 LOWER Temperature (°C),ZONE5 UPPER Temperature (°C),ZONE5 LOWER Temperature (°C),BLOWER5 UPPER Temperature (°C),BLOWER5 LOWER Temperature (°C),ZONE6 UPPER Temperature (°C),ZONE6 LOWER Temperature (°C),BLOWER6 UPPER Temperature (°C),BLOWER6 LOWER Temperature (°C),ZONE7 UPPER Temperature (°C),ZONE7 LOWER Temperature (°C),BLOWER7 UPPER Temperature (°C),BLOWER7 LOWER Temperature (°C),ZONE8 UPPER Temperature (°C),ZONE8 LOWER Temperature (°C),BLOWER8 UPPER Temperature (°C),BLOWER8 LOWER Temperature (°C),ZONE9 UPPER Temperature (°C),ZONE9 LOWER Temperature (°C),BLOWER9 UPPER Temperature (°C),BLOWER9 LOWER Temperature (°C),ZONE10 UPPER Temperature (°C),ZONE10 LOWER Temperature (°C),BLOWER10 UPPER Temperature (°C),BLOWER10 LOWER Temperature (°C),COOL1 upper,COOL2 upper
2025-11-26 09:25:40,log_20251126,14.811111111111154,75.92316548097301,480.0,34.4,12.019633104800755,36.439423430867045,0.9440325000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,155,5.0,104.82157382155525,143.96065616224283,143.04159672702053,148.9603256020076,146.4603256020076,153.27334972850676,151.68611057218266,158.27215751707675,155.77215751707675,163.4991070803714,162.18760818183168,168.4988484238523,165.9988484238523,171.2730295112727,170.3598790649729,176.26948809649534,173.76948809649534,181.75242439223982,179.87723691199366,186.75724892763333,184.25724892763333,189.14519846092452,187.79270731686157,194.15248879601705,191.65248879601705,211.14156049828395,210.3140380752284,216.14422774692756,213.64422774692756,199.24079685586986,198.10170685862818,204.2436665621834,201.7436665621834,149.26450764141347,148.5293953115546,154.27166226686376,151.77166226686376,92.51290690640992,90.55522580747036,97.50804225219234,95.00804225219234,50.8449428016271,45.860979351790824
2025-11-26 09:25:50,log_20251126,14.90666666666671,75.92944824479626,480.0,34.4,12.028699951023235,36.442415157502204,0.9439550000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,156,5.0,95.0940474858091,144.7235613490521,143.93024269569958,149.72302364632594,147.22302364632594,153.21569181443195,151.83596946795666,158.2147781504223,155.7147781504223,163.1475794594684,162.6151786395014,168.14721132791772,165.64721132791772,171.00862545158776,170.08978359835308,176.0049626321123,173.5049626321123,181.43092835112012,180.5434890195029,186.43549946780772,183.93549946780772,189.3653962855565,187.39763506753098,194.37302030707437,191.87302030707437,210.64621166535838,208.65756173154588,215.64913348662603,213.14913348662603,199.19805368949244,197.95873813842033,204.20097820663156,201.70097820663156,149.01058711775715,148.11883897443823,154.0174680022546,151.5174680022546,92.81854446664032,91.34955374675684,97.81422037672604,95.31422037672604,50.04439221631101,45.60399455395725
2025-11-26 09:26:00,log_20251126,15.002222222222267,75.93577225344684,480.0,34.4,12.03782065026112,36.44542668165449,0.9438770000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,157,5.0,100.55066434176801,144.7670100780322,143.99780337008315,149.76624430440654,147.26624430440654,152.50980846716507,151.94232430418376,157.50926497516548,155.00926497516548,163.0138409087864,161.53159804373445,168.01412527990195,165.51412527990195,171.0719322698233,170.3735675572816,176.06821615092883,173.56821615092883,181.539097423522,180.6484766326927,186.54340080594753,184.04340080594753,189.30245770896678,187.5727813901982,194.30989224741634,191.80989224741634,210.08853827454215,208.56476441660269,215.0915614979986,212.5915614979986,199.10076519389685,197.22003610478345,204.10346814342796,201.60346814342796,148.505356739073,146.97967533863553,153.5127252534088,151.0127252534088,92.82024383222318,92.0629741342495,97.81618751843368,95.31618751843368,51.435888356527826,45.77098891730929
2025-11-26 09:26:10,log_20251126,15.097777777777823,75.94213752712221,480.0,34.4,12.046995124377867,36.44845801301866,0.9437985000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,158,5.0,90.9140090647102,144.33099374253828,143.68041927344612,149.33004288483372,146.83004288483372,152.90031112870562,151.7676737930176,157.89973195768107,155.39973195768107,162.78851825516247,162.13842543738784,167.78804291988868,165.28804291988868,171.57885570975822,170.6517211614669,176.57534236323133,174.07534236323133,181.38378408542218,179.82154325934638,186.3883183675606,183.8883183675606,189.3261206860465,187.56555525449068,194.33407687431128,191.83407687431128,209.98510319235672,208.62918681651584,214.9881171890477,212.4881171890477,198.3590711108463,196.37685509740473,203.36128268350072,200.86128268350072,148.69203828674412,147.59200030898103,153.69931593628735,151.19931593628735,92.7500593351884,91.58964302879131,97.7456905920977,95.2456905920977,46.656626790606076,43.941158051776235
2025-11-26 09:26:20,log_20251126,15.19333333333338,75.94854408615765,480.0,34.4,12.056223295062049,36.45150916135567,0.9437195000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,159,5.0,101.86578941809071,144.0412477622316,142.48891544082701,149.04020345477682,146.54020345477682,152.22968455023252,151.11933289693792,157.22933522880214,154.72933522880214,162.70486202285187,161.97557103184192,167.7042464064431,165.2042464064431,171.90704793103862,170.21564465098086,176.90367833273342,174.40367833273342,181.4217122243393,180.8215008522766,186.4260393816096,183.9260393816096,189.05634139048513,187.66337635382982,194.06397531908436,191.56397531908436,209.30544167360617,208.7595334276302,214.3083929838987,211.8083929838987,197.88054292771415,196.20719857582,202.88295286371988,200.38295286371988,148.66325067730227,146.81159551746694,153.6701099215845,151.1701099215845,92.69827368526806,91.89544524909452,97.69376549588623,95.19376549588623,49.39100786438279,45.397993906225366
2025-11-26 09:26:30,log_20251126,15.288888888888936,75.9549919510265,480.0,34.4,12.065505083831752,36.45458013649272,0.9436400000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,160,5.0,103.57267512672541,144.4812948416192,142.54114764068353,149.48022339409476,146.98022339409476,151.76609840663176,151.1352423611002,156.76584933029852,154.26584933029852,162.3093921791755,160.83282959603073,167.30891573385924,164.80891573385924,171.83507279870767,170.09726700127914,176.8318412557444,174.3318412557444,181.49532290392978,180.56064258678794,186.5000896497977,184.0000896497977,189.09307249436156,187.64077667538155,194.1006068266759,191.6006068266759,209.25545479954224,208.29111720342598,214.25852822779862,211.75852822779862,198.06007239087066,196.93504683517602,203.06259766381382,200.56259766381382,148.42747808501974,147.3109691049759,153.434533989469,150.934533989469,92.66525392134594,90.92066516137822,97.66073477092297,95.16073477092297,51.19061959488123,44.094291035938454
2025-11-26 09:26:40,log_20251126,15.384444444444492,75.96148114234033,480.0,34.4,12.074840412039466,36.45767094832336,0.9435600000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,161,5.0,102.05544923070524,144.74969182641308,142.76755928694212,149.74891965643758,147.24891965643758,152.31865540359405,150.44855714567106,157.31841315440448,154.81841315440448,162.38300589750315,160.92307265623487,167.3822556576989,164.8822556576989,172.2334184313831,170.8722926428814,177.2302482977294,174.7302482977294,181.6086699794682,180.94404812650527,186.61294956356792,184.11294956356792,189.2018896181005,188.26196552048648,194.20921311521553,191.70921311521553,209.031916234205,207.97343264569247,214.03507817432717,211.53507817432717,198.2163921145509,197.1334960433663,203.21864181380542,200.71864181380542,148.19067811461198,146.29770001977118,153.1979316291592,150.6979316291592,92.148596675039,90.76621313123545,97.14428937930484,94.64428937930484,50.259002857881356,45.31227370389201
2025-11-26 09:26:50,log_20251126,15.480000000000048,75.96801168084909,480.0,34.4,12.084229200876502,36.46078160680756,0.9434795000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,162,5.0,99.25827217571108,144.43857549535016,143.6886867410553,149.43751505760125,146.93751505760125,152.93926183788594,152.16963777644378,157.93857514469784,155.43857514469784,161.88532029567008,161.35711240868852,166.88431176912673,164.38431176912673,172.05075807186745,170.79418599777424,177.04743744964063,174.54743744964063,181.82055489167666,180.27836758648013,186.8251322648033,184.3251322648033,189.54711050752238,187.92240309607857,194.55396821898563,192.05396821898563,208.89043790902093,208.11989808967425,213.8937851475786,211.3937851475786,198.27270539267556,197.32804920063685,203.27535914814555,200.77535914814555,148.3790244495559,146.39302133381574,153.38594729936295,150.88594729936295,91.82987701958943,91.11794016786187,96.82530596111286,94.32530596111286,49.44420168040934,44.602053524929914
2025-11-26 09:27:00,log_20251126,15.575555555555605,75.9745835874412,480.0,34.4,12.0936713713777,36.46391212197178,0.9433985000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,163,5.0,103.03558264596265,143.83265864482627,143.19671858994204,148.83159742491435,146.33159742491435,152.85990065971902,152.32542242603262,157.85954814184373,155.35954814184373,161.860427211058,160.57850485938036,166.85951887640815,164.35951887640815,171.17887994313185,169.669002744159,176.17525876030598,173.67525876030598,181.55138602691687,180.7828256323656,186.5561632012392,184.0561632012392,189.66918552033707,187.9967893941741,194.6755972353191,192.1755972353191,208.74346910098893,206.8098490725442,213.7469999144946,211.2469999144946,197.87078863346792,196.78598709392412,202.87357887725716,200.37357887725716,147.94018567743333,146.20716077500373,152.94690314380503,150.44690314380503,91.5230494476458,89.78539988313335,96.5177174406298,94.0177174406298,49.761595291795835,45.57004201967711
2025-11-26 09:27:10,log_20251126,15.671111111111161,75.9811968831439,480.0,34.4,12.103166844425921,36.46706250390907,0.9433170000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,164,5.0,98.19801548565603,143.8360649300909,142.5358929286291,148.835342321124,146.335342321124,152.65949140441498,151.78549530941922,157.65926489671818,155.15926489671818,161.4225326460574,160.33722017689308,166.42127270269367,163.92127270269367,171.31079386229857,170.64064209952014,176.3073274545376,173.8073274545376,181.51158775876672,180.55833301582192,186.51625342870082,184.01625342870082,190.1547610633119,189.12366816635188,195.16083625226096,192.66083625226096,209.1400138330717,207.8202758252042,214.14419269922936,211.64419269922936,198.2302777851976,197.524445578756,203.23319442533332,200.73319442533332,148.28898257308833,147.66203581032724,153.29569137341392,150.79569137341392,91.53712512493242,90.51117762740667,96.53260280864768,94.03260280864768,49.66277231435518,45.975208825412466
2025-11-26 09:27:20,log_20251126,15.766666666666717,75.98785158912324,480.0,34.4,12.112715540756755,36.470232762779155,0.9432350000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,165,5.0,97.36411198138019,144.21194791035109,143.26619257970242,149.2113338606663,146.7113338606663,152.4433621876802,151.83267685305694,157.44308141147025,154.94308141147025,161.13023219214966,160.19387987102078,166.1289940379339,163.6289940379339,170.882570306725,169.53572738020105,175.87933215414753,173.37933215414753,181.45859257196366,180.3008758078748,186.4632375693221,183.9632375693221,190.56055196819796,189.09429602082474,195.56609897494118,193.06609897494118,209.22646243633992,207.75575072387662,214.23046634034682,211.73046634034682,198.28351276808118,197.400700659426,203.2864076105629,200.7864076105629,148.59739216164402,147.4711029790175,153.6039980220549,151.1039980220549,91.47745307995535,90.19067842394402,96.47256017110391,93.97256017110391,51.01917607221005,44.01122487008792
2025-11-26 09:27:30,log_20251126,15.862222222222274,75.99454772668433,480.0,34.4,12.122317380962905,36.47342290880848,0.9431525000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,166,5.0,92.15271711634753,144.07161292739457,142.45608558225925,149.07143244298376,146.57143244298376,152.50334042629348,151.4374254239239,157.50231408462815,155.00231408462815,161.2584612046154,159.633322397698,166.2573475038083,163.7573475038083,171.35372718431432,169.66109416438184,176.35041215622863,173.85041215622863,181.1231625043028,179.52554679213125,186.12752538011264,183.62752538011264,190.76116386851962,188.82909919580152,195.76657553004395,193.26657553004395,209.24997503042457,208.06632916794376,214.25399465913424,211.75399465913424,198.06929249566224,196.31299133255888,203.07210490517684,200.57210490517684,149.39407747259824,148.69248693411367,154.4012551124926,151.9012551124926,91.04205966347408,89.52659417633373,96.03707362086509,93.53707362086509,50.11699855303161,43.70422873810788
2025-11-26 09:27:40,log_20251126,15.95777777777783,76.0012853172716,480.0,34.4,12.13197228549897,36.47663295229036,0.9430695000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,167,5.0,98.88553892517311,144.47741247139024,142.58594893577376,149.4774010114311,146.9774010114311,152.39110924497035,150.49101783265948,157.3903537178967,154.8903537178967,160.81512122343716,159.3124849818202,165.8141705602238,163.3141705602238,171.55980019023482,169.87140114200832,176.55619344745875,174.05619344745875,180.84626527863824,180.10248319972825,185.85038436255388,183.35038436255388,190.68441994732063,188.72583316595916,195.6897649801619,193.1897649801619,209.13540912720043,207.94217574607757,214.13929541880583,211.63929541880583,198.26911387316972,196.7149589514493,203.27152521687717,200.77152521687717,149.5186544819585,148.3339664319172,154.5254768116747,152.0254768116747,91.03007367870012,90.32093897333601,96.02503217609579,93.52503217609579,49.313756985254884,43.145359919695395
2025-11-26 09:27:50,log_20251126,16.053333333333384,76.00806438246872,480.0,34.4,12.14168017468572,36.47986290358499,0.9429860000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,168,5.0,105.53335092697014,144.79319981327583,142.88043266186813,149.7932706436925,147.2932706436925,152.4552817466755,151.13492876432244,157.4545600814285,154.9545600814285,161.12765699032028,159.25818063231816,166.1264345548304,163.6264345548304,171.41673199128107,169.59835037979695,176.41348155690363,173.91348155690363,180.59661112893875,178.747752840656,185.60118766214052,183.10118766214052,190.06641618886215,188.55299062765215,195.07208577482803,192.57208577482803,208.84885903910046,207.39195993863666,213.85261220227798,211.35261220227798,198.4704468673458,196.85842434611803,203.4730059065574,200.9730059065574,149.4621510750659,148.7044215591386,154.46917540187314,151.96917540187314,91.35194096344804,90.4967332218093,96.34646237701098,93.84646237701098,47.663386724669685,44.74291670415985
2025-11-26 09:28:00,log_20251126,16.14888888888894,76.0148849439991,480.0,34.4,12.1514409687148,36.48311277311957,0.9429020000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,169,5.0,99.36877487868153,144.80881565846138,143.36598067358938,149.80893524877732,147.30893524877732,152.67542355560968,152.1424989489534,157.67487733219937,155.17487733219937,161.33539249119949,160.4349704581077,166.3340523147337,163.8340523147337,171.30926164590696,169.37163919390113,176.30584776743507,173.80584776743507,180.68984453991015,179.10580571146136,185.69476346841344,183.19476346841344,189.62278432188236,188.83324673568669,194.62827846848506,192.12827846848506,209.3583105918845,208.2068521369211,214.3619511527199,211.8619511527199,197.95909062453242,196.29793578684396,202.96164818046515,200.46164818046515,149.59376047010278,147.66307974317988,154.60062000726518,152.10062000726518,90.721485413066,89.81359534729985,95.7157362254357,93.2157362254357,49.261344265566926,45.0997345089395
2025-11-26 09:28:10,log_20251126,16.244444444444497,76.02174702372587,480.0,34.4,12.161254587653202,36.48638257138841,0.9428175000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,170,5.0,99.74739266863372,145.11721330040638,143.90205681749615,150.11746108990485,147.61746108990485,152.43098491166404,151.5973645375183,157.43029461084578,154.93029461084578,161.54509451392403,159.63740285189627,166.54421205870312,164.04421205870312,170.82287763806576,169.17868525342962,175.81960471664038,173.31960471664038,180.6402682737385,179.53979662110333,185.64472141237022,183.14472141237022,190.02074852352396,188.4493146976143,195.0264373194853,192.5264373194853,209.3874085204688,208.09454715736766,214.39119076640904,211.89119076640904,198.03872663943736,197.05927779383384,203.04116938957802,200.54116938957802,149.21234717165797,147.54593589632864,154.21878606538752,151.71878606538752,90.86364383945363,90.3596192851051,95.85799940312535,93.35799940312535,48.16315221531278,45.670831135024265
2025-11-26 09:28:20,log_20251126,16.340000000000053,76.028650643652,480.0,34.4,12.171120951447676,36.48967230895296,0.9427325000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,171,5.0,104.43248113827278,145.39036704698054,144.16157844833535,150.3903946213814,147.8903946213814,152.70363969351052,151.70139069840903,157.70297846620088,155.20297846620088,161.4626067231047,160.00360492318745,166.46144905749526,163.96144905749526,170.82626071476824,169.9598424982052,175.8234664668865,173.3234664668865,180.2017195627674,178.78777577477234,185.20627264866187,182.70627264866187,190.00729227238574,188.97820118982557,195.01300171346682,192.51300171346682,209.5212549130445,208.07823573703703,214.52505242919017,212.02505242919017,197.5189718375493,196.88387398677492,202.52137358009222,200.02137358009222,149.56304163984183,148.75148932333627,154.56888684296783,152.06888684296783,90.99990095607428,89.39632131173036,95.99436786923464,93.49436786923464,50.84617965528017,46.98307076197287
2025-11-26 09:28:30,log_20251126,16.43555555555561,76.03559582592068,480.0,34.4,12.181039979929247,36.49298199644193,0.9426470000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,172,5.0,97.65809500154714,144.93268269003758,144.4325147212827,149.93234850874506,147.43234850874506,152.57370436231216,151.8460066092889,157.5732075242903,155.0732075242903,161.62757425083976,160.08711621353783,166.6269309391,164.1269309391,170.9647019038753,170.3752427046708,175.96179851906095,173.46179851906095,180.00008257838203,179.13855217106206,185.00502308170508,182.50502308170508,189.368935427684,187.40062389824053,194.3749596561736,191.8749596561736,209.7282623116161,208.77583999668383,214.73245843094665,212.23245843094665,197.43753656754163,195.59871967949064,202.43986129971742,199.93986129971742,149.04011103559174,147.15744171951,154.0460822047185,151.5460822047185,91.00509007549545,89.04900027146682,95.99964059125155,93.49964059125155,50.67109246918192,44.010389939678554
2025-11-26 09:28:40,log_20251126,16.531111111111166,76.04258259281538,480.0,34.4,12.191011592817755,36.49631164455138,0.9425610000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,173,5.0,99.71864638690656,144.88256509796145,143.11119669253438,149.8820193759023,147.3820193759023,152.4995637392261,151.81142270127037,157.49901593075023,154.99901593075023,161.59396980567246,159.67123593857528,166.59334879243715,164.09334879243715,170.90645282522374,168.92454478920348,175.90382943248935,173.40382943248935,180.18445651349074,179.0567618079302,185.1897557839257,182.6897557839257,189.56222551157958,188.20517110989462,194.56855201600152,192.06855201600152,210.00414955539438,208.7834700935754,215.0083993536101,212.5083993536101,196.78956759196004,195.78622848347905,201.79213743409605,199.29213743409605,149.36294197888168,148.3544226228188,154.36862543296903,151.86862543296903,90.93131486647805,90.28996466849262,95.9259251999042,93.4259251999042,50.39942421956284,44.105450523344174
2025-11-26 09:28:50,log_20251126,16.626666666666722,76.04961096676001,480.0,34.4,12.20103570972615,36.4996612640448,0.9424745000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,174,5.0,100.07629717678928,144.6279110008135,144.02647917091244,149.62702660340784,147.12702660340784,152.15915345680529,150.95610293721805,157.15871500735813,154.65871500735813,161.4341171864455,160.3174560944972,166.4337679195849,163.9337679195849,170.88225316740218,169.0633567232261,175.87976134615084,173.37976134615084,180.4389019154196,178.5632585060625,185.44475527979745,182.94475527979745,189.57197012218725,188.88508029835992,194.57814389914378,192.07814389914378,210.069816885268,208.46013376497095,215.0738594024834,212.5738594024834,196.56477172818535,195.86722959397366,201.5669660355317,199.0669660355317,149.42394583226934,147.68461173897128,154.42922757788583,151.92922757788583,90.9167406713124,90.2586096773718,95.91060886030228,93.41060886030228,49.80721811503206,46.03483793908656
2025-11-26 09:29:00,log_20251126,16.72222222222228,76.05668097031918,480.0,34.4,12.211112250165037,36.503030865753196,0.9423875000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,175,5.0,98.19321691531434,144.88669506219244,143.55466411779815,149.8861018911506,147.3861018911506,152.46580883174335,151.64417583320684,157.46596626217644,154.96596626217644,161.44150003302408,159.81742802885233,166.44167932009657,163.94167932009657,171.21536304782651,170.20413331654717,176.21310242843077,173.71310242843077,180.26734128468595,178.74959490051137,185.2732862108288,182.7732862108288,189.3209686136403,187.68376794500858,194.32669052632275,191.82669052632275,209.71855262780983,208.12018507739657,214.7224711371117,212.2224711371117,197.1359942474291,196.1356109969778,202.13809342006132,199.63809342006132,149.15851833828924,147.3533338379285,154.16369642235122,151.66369642235122,90.45030056896539,89.47194287456772,95.44405851410404,92.94405851410404,47.756883873715196,43.81366992615803
2025-11-26 09:29:10,log_20251126,16.817777777777835,76.06379262619829,480.0,34.4,12.221241133547036,36.50642046057518,0.9423000000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,176,5.0,95.32488330944172,145.37581378424034,144.31770112817722,150.37540197405752,147.87540197405752,152.60964671592805,151.6280170631966,157.60929678481858,155.10929678481858,161.22359345975883,159.68294387138988,166.22399648294657,163.72399648294657,171.38300852425033,169.6074481896801,176.38063400827258,173.88063400827258,180.42438715878842,179.63318821006936,185.4302389686912,182.9302389686912,189.8540711827373,187.86650735904658,194.85986353374594,192.35986353374594,209.47461970800225,208.27064250102435,214.47811629908801,211.97811629908801,197.52242595806516,196.8693146938446,202.52491644353805,200.02491644353805,149.33764946485078,148.07985243435655,154.34291040454497,151.84291040454497,91.56446970206395,90.15132177356044,96.55861946299174,94.05861946299174,51.52489954223616,45.80736323012502
2025-11-26 09:29:20,log_20251126,16.91333333333339,76.07094595724385,480.0,34.4,12.231422279191177,36.50983005947705,0.9422120000000002,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,177,5.0,86.94618957947256,145.21765695630336,144.35531085035012,150.2173671506093,147.7173671506093,152.0325403077885,151.06758750571663,157.03187166459898,154.53187166459898,160.94016516774997,160.27501283601234,165.94017290479104,163.44017290479104,171.30757870594923,170.3610209632998,176.3056110618544,173.8056110618544,180.40624179185107,179.57237728018285,185.41210279757766,182.91210279757766,189.6799704849206,188.13961918384734,194.6855523196181,192.1855523196181,208.91598138938832,207.77646780837125,213.91966332339024,211.41966332339024,196.9871359852045,195.32959400754507,201.9897588609428,199.4897588609428,149.20351017201344,147.69422053037638,154.20938669385566,151.70938669385566,91.37453464436591,89.74661577462876,96.36844652832929,93.86844652832929,49.36448840460801,44.44708219912395
2025-11-26 09:29:30,log_20251126,17.008888888888947,76.07814098644356,480.0,34.4,12.24165560632724,36.513259673492904,0.9421235000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,178,5.0,95.25402849892474,145.07498499887578,143.48544307422918,150.07469072562742,147.57469072562742,151.87638146251803,150.26549237471397,156.87568064378235,154.37568064378235,161.6323911406635,159.8500473594666,166.6318947498264,164.1318947498264,171.3856931921315,170.25927662174465,176.38391544900082,173.88391544900082,179.91506192109566,178.80719440249493,184.92054016400627,182.42054016400627,189.63745845108588,188.7986145559829,194.64290121304398,192.14290121304398,208.5820782951629,207.70784939935416,213.5862654867323,211.0862654867323,197.20156334404876,195.41574380436808,202.20398545606645,199.70398545606645,149.26818163580606,148.7255272369713,154.27456295386315,151.77456295386315,91.30723289818322,90.1598896709507,96.3005528051925,93.8005528051925,51.54988532359684,44.40826847365856
2025-11-26 09:29:40,log_20251126,17.104444444444503,76.08537773692646,480.0,34.4,12.251941034100213,36.516709313724704,0.9420345000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,179,5.0,100.12656298611857,144.8745210512145,143.2010612396782,149.87414880490962,147.37414880490962,152.37940441744374,150.85510669554776,157.3785059930528,154.8785059930528,161.65347005709017,159.82659936243198,166.6528614445353,164.1528614445353,171.1175352370579,170.4320830295758,176.11590793102636,173.61590793102636,180.28096168633223,179.23891170795156,185.2864863589089,182.7864863589089,189.38437012382244,188.23235935691147,194.38928010146935,191.88928010146935,208.5996465926612,206.7932912512057,213.6026165668347,211.1026165668347,197.03535112241656,195.53359123292262,202.03809916900454,199.53809916900454,149.43082449030618,147.89321487786788,154.43788204864086,151.93788204864086,91.11285083315568,90.28123339712305,96.10592072932953,93.60592072932953,48.26684795967934,46.17934956574025
2025-11-26 09:29:50,log_20251126,17.20000000000006,76.09265623196328,480.0,34.4,12.262278481574507,36.52017899134238,0.9419450000000001,60.0,0.0,15,15,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,180,5.0,102.40956248928295,144.92036739113465,143.1752650827375,149.92015604517047,147.42015604517047,151.85685059867438,150.93764209113985,156.85600797585465,154.35600797585465,161.66424720531512,159.7046857681205,166.66421546750237,164.16421546750237,171.0911885415195,169.19447725057836,176.09006500168627,173.59006500168627,180.36798435047263,179.0008864667426,185.37305062167218,182.87305062167218,189.49484362312447,188.00380644879317,194.49942349528675,191.99942349528675,208.75812715387892,207.72935897111563,213.76149080967062,211.26149080967062,197.221443313093,195.26091809518005,202.22426617469725,199.72426617469725,149.3514682515159,147.96076757748492,154.35857588363248,151.85857588363248,91.07062155595794,89.95661507455652,96.06357351211588,93.56357351211588,49.996355420516856,44.356672459319896
2025-11-26 09:30:00,log_20251126,17.295555555555616,76.09997649496648,480.0,34.4,12.272667867738361,36.52366871758391,0.9418550000000001,60.0,0.0,15,20,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,181,5.0,104.16085883587411,144.71903703543,142.7908958600734,149.71859299476813,147.21859299476813,151.75578355694668,149.93671919299163,156.75436602445114,154.25436602445114,161.28246570684365,159.51986079833938,166.28209995021928,163.78209995021928,171.01307038269417,169.11551493601687,176.0121884763347,173.5121884763347,179.9288380662977,178.44844538215804,184.93374485128632,182.43374485128632,189.7656739162248,188.8080140781746,194.77025928921418,192.27025928921418,208.87648219883184,207.52899948069646,213.88018438321538,211.38018438321538,196.97720439925683,195.48834397332837,201.9793861278894,199.4793861278894,149.01750275185398,147.80426790379173,154.0241693081498,151.5241693081498,91.08836732467259,90.01661970130172,96.08077175954423,93.58077175954423,51.43628175620674,43.98288734960125
2025-11-26 09:30:10,log_20251126,17.391111111111172,76.1073385494905,480.0,34.4,12.283109111508121,36.527178503755444,0.9417645000000001,60.0,0.0,15,20,A-001,2025-11-26 09:00:00,,1.0,300,290,Operating,182,5.0,101.11211106906774,144.57542548741847,143.3065843357779,149.5747974448542,147.0747974448542,151.74778618223192,150.6803428793922,156.74599470287424,154.24599470287424,161.24065869152122,160.36899427775305,166.23995404247495,163.73995404247495,170.9514081070361,170.35724853030945,175.95025035711,173.45025035711,180.08369649284532,178.486982408749,185.08840009518403,182.58840009518403,190.00885446222748,188.50675658280102,195.01323229135738,192.51323229135738,208.55332077112527,206.75333022737937,213.556800241977,211.056800241977,196.80352637088782,196.27420517544388,201.80600294428254,199.30600294428254,149.37021291807181,147.4631938461426,154.37713162370287,151.87713162370287,91.12689900525262,90.37838879322157,96.1193413985744,93.6193413985744,50.36265640722773,46.23567047152083
